Dyad,FocalID,IndividualID,Father,Mat_Bro,Pat_Bro,Family,Focal_age,ID2_age,Age_Diff,Total_Scans,Total_Hours,Total_Minutes,Total_Follows,tally_Within1,tally_One_Five,Within_Five,Five_Twenty,AlloGr,MutlGr,RecvGr,Groom,Association
Erroll_Dizzy,Erroll,Dizzy,NoDad,MatBro,NoBro,MatBro,12.67,37.69,25.02,314,46.36,2781.6,48,1,9,10,18,8.37,0,6.39,14.76,21
Evans_Dizzy,Evans,Dizzy,NoDad,NoBro,NoBro,Unrelated,18.68,37.69,19.01,313,45.11,2706.6,47,0,1,1,3,0,0,0,0,14
Haden_Dizzy,Haden,Dizzy,NoDad,NoBro,NoBro,Unrelated,15.68,37.69,22.01,313,43.21,2592.6,46,2,6,8,6,22.92,0,0,22.92,16
Hawkins_Dizzy,Hawkins,Dizzy,NoDad,NoBro,NoBro,Unrelated,19.68,37.69,18.01,248,35.25,2115,38,0,0,0,8,2.48,0,0,2.48,10
Hicks_Dizzy,Hicks,Dizzy,NoDad,NoBro,NoBro,Unrelated,17.68,37.69,20.01,325,47.07,2824.2,50,3,6,9,5,0,0,0,0,15
Lovano_Dizzy,Lovano,Dizzy,NoDad,NoBro,NoBro,Unrelated,14.93,37.69,22.76,310,44.5,2670,46,1,1,2,9,0,0,0,0,14
Mitchell_Dizzy,Mitchell,Dizzy,NoDad,NoBro,NoBro,Unrelated,15.68,37.69,22.01,252,35.89,2153.4,38,0,0,0,0,0,0,0,0,9
Peterson_Dizzy,Peterson,Dizzy,NoDad,NoBro,NoBro,Unrelated,19.68,37.69,18.01,289,40.94,2456.4,43,4,1,5,4,3.44,0,0,3.44,14
Porkpie_Dizzy,Porkpie,Dizzy,NoDad,NoBro,NoBro,Unrelated,20.68,37.69,17.01,300,43.38,2602.8,45,0,0,0,0,0,0,0,0,8
Wayne_Dizzy,Wayne,Dizzy,NoDad,NoBro,NoBro,Unrelated,18.68,37.69,19.01,300,43.77,2626.2,45,0,0,0,4,0,0,0,0,6
Wes_Dizzy,Wes,Dizzy,NoDad,NoBro,NoBro,Unrelated,17.26,37.69,20.43,316,43.43,2605.8,46,0,0,0,1,0,0,0,0,6
Wilson_Dizzy,Wilson,Dizzy,NoDad,NoBro,NoBro,Unrelated,14.76,37.69,22.93,321,46.98,2818.8,48,0,0,0,1,0,0,0,0,14
Abrams_Garrison,Abrams,Garrison,NoDad,NoBro,NoBro,Unrelated,14.76,37.69,22.93,297,42.85,2571,45,0,0,0,2,0,0,0,0,5
Barron_Garrison,Barron,Garrison,NoDad,NoBro,NoBro,Unrelated,13.51,37.69,24.18,283,41.91,2514.6,45,0,0,0,0,0,0,0,0,4
Benny_Garrison,Benny,Garrison,Dad,NoBro,NoBro,Dad,14.26,37.69,23.43,314,43.22,2593.2,45,1,5,6,15,3.4,0,0,3.4,34
Booker_Garrison,Booker,Garrison,NoDad,NoBro,NoBro,Unrelated,12.39,37.69,25.3,305,43.99,2639.4,46,0,0,0,0,0,0,0,0,2
Buckner_Garrison,Buckner,Garrison,NoDad,NoBro,NoBro,Unrelated,14.68,37.69,23.01,298,41.71,2502.6,45,3,10,13,17,26.16,0,0,26.16,36
Django_Garrison,Django,Garrison,NoDad,NoBro,NoBro,Unrelated,17.68,37.69,20.01,309,44.26,2655.6,46,0,0,0,0,0,0,0,0,4
Erroll_Garrison,Erroll,Garrison,NoDad,NoBro,NoBro,Unrelated,12.67,37.69,25.02,314,46.36,2781.6,48,0,0,0,0,0,0,0,0,0
Evans_Garrison,Evans,Garrison,NoDad,NoBro,NoBro,Unrelated,18.68,37.69,19.01,313,45.11,2706.6,47,0,0,0,0,0,0,0,0,2
Haden_Garrison,Haden,Garrison,NoDad,NoBro,NoBro,Unrelated,15.68,37.69,22.01,313,43.21,2592.6,46,0,0,0,0,0,0,0,0,2
Hawkins_Garrison,Hawkins,Garrison,NoDad,NoBro,NoBro,Unrelated,19.68,37.69,18.01,248,35.25,2115,38,0,0,0,0,0,0,0,0,0
Hicks_Garrison,Hicks,Garrison,NoDad,NoBro,NoBro,Unrelated,17.68,37.69,20.01,325,47.07,2824.2,50,0,0,0,0,0,0,0,0,1
Lovano_Garrison,Lovano,Garrison,NoDad,NoBro,NoBro,Unrelated,14.93,37.69,22.76,310,44.5,2670,46,0,1,1,0,0,0,0,0,2
Mitchell_Garrison,Mitchell,Garrison,NoDad,NoBro,NoBro,Unrelated,15.68,37.69,22.01,252,35.89,2153.4,38,0,0,0,0,0,0,0,0,0
Peterson_Garrison,Peterson,Garrison,Dad,NoBro,NoBro,Dad,19.68,37.69,18.01,289,40.94,2456.4,43,1,5,6,7,11.09,0,0,11.09,10
Porkpie_Garrison,Porkpie,Garrison,NoDad,NoBro,NoBro,Unrelated,20.68,37.69,17.01,300,43.38,2602.8,45,0,0,0,0,0,0,0,0,3
Wayne_Garrison,Wayne,Garrison,NoDad,NoBro,NoBro,Unrelated,18.68,37.69,19.01,300,43.77,2626.2,45,3,8,11,21,15.6,0,2.96,18.56,27
Wes_Garrison,Wes,Garrison,NoDad,NoBro,NoBro,Unrelated,17.26,37.69,20.43,316,43.43,2605.8,46,5,22,27,37,21.62,4.22,0.77,26.61,36
Wilson_Garrison,Wilson,Garrison,NoDad,NoBro,NoBro,Unrelated,14.76,37.69,22.93,321,46.98,2818.8,48,0,0,0,0,0,0,0,0,2
Abrams_Ornette,Abrams,Ornette,Dad,NoBro,NoBro,Dad,14.76,37.69,22.93,297,42.85,2571,45,0,3,3,3,0,0,0,0,13
Barron_Ornette,Barron,Ornette,NoDad,NoBro,NoBro,Unrelated,13.51,37.69,24.18,283,41.91,2514.6,45,0,2,2,2,0,0,0,0,12
Benny_Ornette,Benny,Ornette,NoDad,NoBro,NoBro,Unrelated,14.26,37.69,23.43,314,43.22,2593.2,45,0,0,0,5,0,0,0,0,4
Booker_Ornette,Booker,Ornette,NoDad,NoBro,NoBro,Unrelated,12.39,37.69,25.3,305,43.99,2639.4,46,1,1,2,6,0,0,0,0,15
Buckner_Ornette,Buckner,Ornette,NoDad,NoBro,NoBro,Unrelated,14.68,37.69,23.01,298,41.71,2502.6,45,0,0,0,1,0,0,0,0,4
Django_Ornette,Django,Ornette,NoDad,NoBro,NoBro,Unrelated,17.68,37.69,20.01,309,44.26,2655.6,46,3,2,5,3,11.25,0,0.53,11.78,14
Erroll_Ornette,Erroll,Ornette,NoDad,NoBro,NoBro,Unrelated,12.67,37.69,25.02,314,46.36,2781.6,48,0,3,3,4,0,0,0,0,13
Evans_Ornette,Evans,Ornette,NoDad,NoBro,NoBro,Unrelated,18.68,37.69,19.01,313,45.11,2706.6,47,1,1,2,6,7.05,0,0,7.05,16
Haden_Ornette,Haden,Ornette,NoDad,NoBro,NoBro,Unrelated,15.68,37.69,22.01,313,43.21,2592.6,46,0,1,1,3,0,0,0,0,17
Hawkins_Ornette,Hawkins,Ornette,NoDad,NoBro,NoBro,Unrelated,19.68,37.69,18.01,248,35.25,2115,38,0,0,0,4,0,0,0,0,6
Hicks_Ornette,Hicks,Ornette,NoDad,NoBro,NoBro,Unrelated,17.68,37.69,20.01,325,47.07,2824.2,50,0,8,8,11,0,0,0,0,17
Lovano_Ornette,Lovano,Ornette,NoDad,NoBro,NoBro,Unrelated,14.93,37.69,22.76,310,44.5,2670,46,0,1,1,3,0,0,0,0,12
Mitchell_Ornette,Mitchell,Ornette,NoDad,NoBro,NoBro,Unrelated,15.68,37.69,22.01,252,35.89,2153.4,38,0,0,0,0,0,0,0,0,5
Peterson_Ornette,Peterson,Ornette,NoDad,NoBro,NoBro,Unrelated,19.68,37.69,18.01,289,40.94,2456.4,43,1,6,7,10,4.43,0,1.9,6.33,20
Porkpie_Ornette,Porkpie,Ornette,NoDad,NoBro,NoBro,Unrelated,20.68,37.69,17.01,300,43.38,2602.8,45,0,3,3,5,0,0,0,0,13
Wayne_Ornette,Wayne,Ornette,NoDad,NoBro,NoBro,Unrelated,18.68,37.69,19.01,300,43.77,2626.2,45,2,0,2,5,13.68,1.64,2.19,17.51,6
Wes_Ornette,Wes,Ornette,NoDad,NoBro,NoBro,Unrelated,17.26,37.69,20.43,316,43.43,2605.8,46,0,0,0,0,0,0,0,0,7
Wilson_Ornette,Wilson,Ornette,NoDad,NoBro,NoBro,Unrelated,14.76,37.69,22.93,321,46.98,2818.8,48,0,4,4,10,0,0,0,0,19
Abrams_Bartok,Abrams,Bartok,NoDad,NoBro,NoBro,Unrelated,14.76,41.69,26.93,297,42.85,2571,45,0,5,5,8,0,0,0,0,19
Barron_Bartok,Barron,Bartok,NoDad,NoBro,NoBro,Unrelated,13.51,41.69,28.18,283,41.91,2514.6,45,0,0,0,9,0,0,0,0,17
Benny_Bartok,Benny,Bartok,NoDad,NoBro,NoBro,Unrelated,14.26,41.69,27.43,314,43.22,2593.2,45,1,0,1,0,1.48,0,0,1.48,6
Booker_Bartok,Booker,Bartok,NoDad,NoBro,NoBro,Unrelated,12.39,41.69,29.3,305,43.99,2639.4,46,0,12,12,17,0,0,0,0,20
Buckner_Bartok,Buckner,Bartok,NoDad,NoBro,NoBro,Unrelated,14.68,41.69,27.01,298,41.71,2502.6,45,0,0,0,0,0,0,0,0,3
Django_Bartok,Django,Bartok,NoDad,MatBro,NoBro,MatBro,17.68,41.69,24.01,309,44.26,2655.6,46,0,13,13,31,0,0,0,0,28
Erroll_Bartok,Erroll,Bartok,NoDad,NoBro,NoBro,Unrelated,12.67,41.69,29.02,314,46.36,2781.6,48,0,2,2,5,0,0,0,0,18
Evans_Bartok,Evans,Bartok,Dad,NoBro,NoBro,Dad,18.68,41.69,23.01,313,45.11,2706.6,47,3,2,5,4,21.15,0,0,21.15,20
Haden_Bartok,Haden,Bartok,NoDad,NoBro,NoBro,Unrelated,15.68,41.69,26.01,313,43.21,2592.6,46,0,1,1,6,1.61,0,0,1.61,23
Hawkins_Bartok,Hawkins,Bartok,NoDad,NoBro,NoBro,Unrelated,19.68,41.69,22.01,248,35.25,2115,38,0,0,0,0,0,0,0,0,6
Hicks_Bartok,Hicks,Bartok,NoDad,NoBro,NoBro,Unrelated,17.68,41.69,24.01,325,47.07,2824.2,50,2,9,11,17,11.77,0,0,11.77,19
Lovano_Bartok,Lovano,Bartok,NoDad,NoBro,NoBro,Unrelated,14.93,41.69,26.76,310,44.5,2670,46,0,3,3,7,0,0,0,0,16
Mitchell_Bartok,Mitchell,Bartok,NoDad,NoBro,NoBro,Unrelated,15.68,41.69,26.01,252,35.89,2153.4,38,0,0,0,2,0,0,0,0,8
Peterson_Bartok,Peterson,Bartok,NoDad,NoBro,NoBro,Unrelated,19.68,41.69,22.01,289,40.94,2456.4,43,2,2,4,5,10.05,0.52,4,14.57,14
Porkpie_Bartok,Porkpie,Bartok,NoDad,NoBro,NoBro,Unrelated,20.68,41.69,21.01,300,43.38,2602.8,45,5,4,9,9,49.85,0,6.94,56.79,13
Wayne_Bartok,Wayne,Bartok,Dad,NoBro,NoBro,Dad,18.68,41.69,23.01,300,43.77,2626.2,45,0,0,0,9,0,0,0,0,9
Wes_Bartok,Wes,Bartok,NoDad,NoBro,NoBro,Unrelated,17.26,41.69,24.43,316,43.43,2605.8,46,0,0,0,2,0,0,0,0,4
Wilson_Bartok,Wilson,Bartok,Dad,NoBro,NoBro,Dad,14.76,41.69,26.93,321,46.98,2818.8,48,4,15,19,25,30.62,0,0,30.62,24
Abrams_Monk,Abrams,Monk,NoDad,NoBro,NoBro,Unrelated,14.76,42.7,27.94,297,42.85,2571,45,0,10,10,8,0,0,0,0,19
Barron_Monk,Barron,Monk,NoDad,NoBro,NoBro,Unrelated,13.51,42.7,29.19,283,41.91,2514.6,45,1,6,7,8,1.32,0,0,1.32,21
Benny_Monk,Benny,Monk,NoDad,NoBro,NoBro,Unrelated,14.26,42.7,28.44,314,43.22,2593.2,45,1,3,4,3,0.68,0,0,0.68,8
Booker_Monk,Booker,Monk,NoDad,NoBro,NoBro,Unrelated,12.39,42.7,30.31,305,43.99,2639.4,46,0,2,2,11,1.85,0,0,1.85,22
Buckner_Monk,Buckner,Monk,NoDad,NoBro,NoBro,Unrelated,14.68,42.7,28.02,298,41.71,2502.6,45,0,3,3,1,0,0,0,0,7
Django_Monk,Django,Monk,NoDad,NoBro,NoBro,Unrelated,17.68,42.7,25.02,309,44.26,2655.6,46,0,4,4,1,0,0,0,0,19
Erroll_Monk,Erroll,Monk,NoDad,NoBro,NoBro,Unrelated,12.67,42.7,30.03,314,46.36,2781.6,48,0,3,3,6,0,0,0,0,19
Evans_Monk,Evans,Monk,NoDad,NoBro,NoBro,Unrelated,18.68,42.7,24.02,313,45.11,2706.6,47,9,2,11,9,32.79,0.23,2.64,35.66,16
Haden_Monk,Haden,Monk,NoDad,NoBro,Bro,Pat_Bro,15.68,42.7,27.02,313,43.21,2592.6,46,0,3,3,7,0,0,0,0,23
Hawkins_Monk,Hawkins,Monk,NoDad,NoBro,NoBro,Unrelated,19.68,42.7,23.02,248,35.25,2115,38,1,0,1,2,2.55,0.17,2.88,5.6,10
Hicks_Monk,Hicks,Monk,NoDad,NoBro,NoBro,Unrelated,17.68,42.7,25.02,325,47.07,2824.2,50,0,19,19,11,0,0,0,0,21
Lovano_Monk,Lovano,Monk,NoDad,NoBro,NoBro,Unrelated,14.93,42.7,27.77,310,44.5,2670,46,0,3,3,7,0,0,0,0,14
Mitchell_Monk,Mitchell,Monk,NoDad,NoBro,NoBro,Unrelated,15.68,42.7,27.02,252,35.89,2153.4,38,0,1,1,3,5.83,0,0,5.83,10
Peterson_Monk,Peterson,Monk,NoDad,NoBro,NoBro,Unrelated,19.68,42.7,23.02,289,40.94,2456.4,43,2,10,12,10,5.76,0,4.67,10.43,15
Porkpie_Monk,Porkpie,Monk,NoDad,NoBro,NoBro,Unrelated,20.68,42.7,22.02,300,43.38,2602.8,45,11,3,14,15,68.77,0,9.25,78.02,22
Wayne_Monk,Wayne,Monk,NoDad,NoBro,NoBro,Unrelated,18.68,42.7,24.02,300,43.77,2626.2,45,1,2,3,3,2.97,0.23,4.26,7.46,6
Wes_Monk,Wes,Monk,NoDad,NoBro,NoBro,Unrelated,17.26,42.7,25.44,316,43.43,2605.8,46,0,3,3,6,0,0,0,0,8
Wilson_Monk,Wilson,Monk,NoDad,NoBro,NoBro,Unrelated,14.76,42.7,27.94,321,46.98,2818.8,48,1,8,9,11,8.65,0,0,8.65,24
Abrams_Hare,Abrams,Hare,NoDad,NoBro,NoBro,Unrelated,14.76,45.7,30.94,297,42.85,2571,45,0,4,4,17,0,0,0,0,12
Barron_Hare,Barron,Hare,NoDad,NoBro,NoBro,Unrelated,13.51,45.7,32.19,283,41.91,2514.6,45,0,0,0,3,0,0,0,0,9
Benny_Hare,Benny,Hare,NoDad,NoBro,NoBro,Unrelated,14.26,45.7,31.44,314,43.22,2593.2,45,0,0,0,0,0.22,0,0,0.22,3
Booker_Hare,Booker,Hare,NoDad,NoBro,NoBro,Unrelated,12.39,45.7,33.31,305,43.99,2639.4,46,1,6,7,13,7.05,0,0,7.05,16
Buckner_Hare,Buckner,Hare,Dad,NoBro,NoBro,Dad,14.68,45.7,31.02,298,41.71,2502.6,45,1,0,1,0,10.4,0,0,10.4,2
Django_Hare,Django,Hare,NoDad,NoBro,NoBro,Unrelated,17.68,45.7,28.02,309,44.26,2655.6,46,1,7,8,5,3.1,0,0,3.1,15
Erroll_Hare,Erroll,Hare,Dad,NoBro,NoBro,Dad,12.67,45.7,33.03,314,46.36,2781.6,48,1,8,9,5,0,0,0,0,8
Evans_Hare,Evans,Hare,NoDad,NoBro,NoBro,Unrelated,18.68,45.7,27.02,313,45.11,2706.6,47,2,5,7,5,6.44,0,0,6.44,15
Haden_Hare,Haden,Hare,NoDad,NoBro,Bro,Pat_Bro,15.68,45.7,30.02,313,43.21,2592.6,46,0,2,2,8,0.53,0,0,0.53,14
Hawkins_Hare,Hawkins,Hare,NoDad,NoBro,NoBro,Unrelated,19.68,45.7,26.02,248,35.25,2115,38,0,0,0,0,0,0,0,0,4
Hicks_Hare,Hicks,Hare,Dad,NoBro,NoBro,Dad,17.68,45.7,28.02,325,47.07,2824.2,50,0,7,7,9,0,0,0,0,8
Lovano_Hare,Lovano,Hare,NoDad,NoBro,NoBro,Unrelated,14.93,45.7,30.77,310,44.5,2670,46,0,0,0,8,0,0,0,0,9
Mitchell_Hare,Mitchell,Hare,NoDad,NoBro,NoBro,Unrelated,15.68,45.7,30.02,252,35.89,2153.4,38,0,0,0,0,0,0,0,0,3
Peterson_Hare,Peterson,Hare,NoDad,NoBro,NoBro,Unrelated,19.68,45.7,26.02,289,40.94,2456.4,43,1,0,1,2,5.92,0,2.61,8.53,7
Porkpie_Hare,Porkpie,Hare,NoDad,NoBro,NoBro,Unrelated,20.68,45.7,25.02,300,43.38,2602.8,45,0,0,0,7,0,0,0,0,5
Wayne_Hare,Wayne,Hare,NoDad,NoBro,NoBro,Unrelated,18.68,45.7,27.02,300,43.77,2626.2,45,0,0,0,0,0,0,0,0,4
Wes_Hare,Wes,Hare,NoDad,NoBro,NoBro,Unrelated,17.26,45.7,28.44,316,43.43,2605.8,46,0,0,0,2,0,0,0,0,4
Wilson_Hare,Wilson,Hare,NoDad,NoBro,NoBro,Unrelated,14.76,45.7,30.94,321,46.98,2818.8,48,2,14,16,14,17.16,0,0,17.16,12
Abrams_Brownface,Abrams,Brownface,NoDad,NoBro,NoBro,Unrelated,14.76,48.7,33.94,297,42.85,2571,45,0,5,5,2,0,0,0,0,10
Barron_Brownface,Barron,Brownface,NoDad,NoBro,NoBro,Unrelated,13.51,48.7,35.19,283,41.91,2514.6,45,0,2,2,1,0,0,0,0,7
Benny_Brownface,Benny,Brownface,NoDad,NoBro,NoBro,Unrelated,14.26,48.7,34.44,314,43.22,2593.2,45,1,3,4,7,0.53,0,0,0.53,29
Booker_Brownface,Booker,Brownface,NoDad,NoBro,NoBro,Unrelated,12.39,48.7,36.31,305,43.99,2639.4,46,1,0,1,0,1.42,0,1.17,2.59,4
Buckner_Brownface,Buckner,Brownface,NoDad,NoBro,NoBro,Unrelated,14.68,48.7,34.02,298,41.71,2502.6,45,4,11,15,18,20.94,0,0,20.94,30
Django_Brownface,Django,Brownface,NoDad,NoBro,NoBro,Unrelated,17.68,48.7,31.02,309,44.26,2655.6,46,0,0,0,0,0,0,0,0,10
Erroll_Brownface,Erroll,Brownface,NoDad,NoBro,NoBro,Unrelated,12.67,48.7,36.03,314,46.36,2781.6,48,0,0,0,3,0,0,0,0,12
Evans_Brownface,Evans,Brownface,NoDad,NoBro,NoBro,Unrelated,18.68,48.7,30.02,313,45.11,2706.6,47,0,1,1,0,0,0,0,0,4
Haden_Brownface,Haden,Brownface,NoDad,NoBro,NoBro,Unrelated,15.68,48.7,33.02,313,43.21,2592.6,46,0,0,0,1,0,0,0,0,7
Hawkins_Brownface,Hawkins,Brownface,NoDad,NoBro,NoBro,Unrelated,19.68,48.7,29.02,248,35.25,2115,38,0,0,0,0,0,0,0,0,3
Hicks_Brownface,Hicks,Brownface,NoDad,NoBro,NoBro,Unrelated,17.68,48.7,31.02,325,47.07,2824.2,50,2,3,5,3,10.17,0,0,10.17,8
Lovano_Brownface,Lovano,Brownface,NoDad,NoBro,NoBro,Unrelated,14.93,48.7,33.77,310,44.5,2670,46,0,2,2,4,0,0,0,0,7
Mitchell_Brownface,Mitchell,Brownface,NoDad,NoBro,NoBro,Unrelated,15.68,48.7,33.02,252,35.89,2153.4,38,0,0,0,0,0,0,0,0,2
Peterson_Brownface,Peterson,Brownface,NoDad,NoBro,NoBro,Unrelated,19.68,48.7,29.02,289,40.94,2456.4,43,3,3,6,14,8.75,0,3.08,11.83,18
Porkpie_Brownface,Porkpie,Brownface,NoDad,NoBro,NoBro,Unrelated,20.68,48.7,28.02,300,43.38,2602.8,45,0,2,2,1,4.83,0,0,4.83,6
Wayne_Brownface,Wayne,Brownface,NoDad,NoBro,NoBro,Unrelated,18.68,48.7,30.02,300,43.77,2626.2,45,0,6,6,9,0,0,0,0,23
Wes_Brownface,Wes,Brownface,NoDad,NoBro,NoBro,Unrelated,17.26,48.7,31.44,316,43.43,2605.8,46,1,11,12,25,1.4,0,0,1.4,31
Wilson_Brownface,Wilson,Brownface,NoDad,NoBro,NoBro,Unrelated,14.76,48.7,33.94,321,46.98,2818.8,48,0,0,0,5,0,0,0,0,8
Abrams_Mweya,Abrams,Mweya,NoDad,NoBro,NoBro,Unrelated,14.76,52.7,37.94,297,42.85,2571,45,0,3,3,4,0,0,0,0,13
Barron_Mweya,Barron,Mweya,NoDad,NoBro,NoBro,Unrelated,13.51,52.7,39.19,283,41.91,2514.6,45,0,0,0,2,0,0,0,0,7
Benny_Mweya,Benny,Mweya,NoDad,NoBro,NoBro,Unrelated,14.26,52.7,38.44,314,43.22,2593.2,45,0,0,0,0,0,0,0,0,1
Booker_Mweya,Booker,Mweya,NoDad,NoBro,NoBro,Unrelated,12.39,52.7,40.31,305,43.99,2639.4,46,5,12,17,7,16.5,0,0,16.5,12
Buckner_Mweya,Buckner,Mweya,NoDad,NoBro,NoBro,Unrelated,14.68,52.7,38.02,298,41.71,2502.6,45,0,0,0,0,0,0,0,0,1
Django_Mweya,Django,Mweya,NoDad,NoBro,NoBro,Unrelated,17.68,52.7,35.02,309,44.26,2655.6,46,0,6,6,13,0,0,0,0,20
Erroll_Mweya,Erroll,Mweya,NoDad,NoBro,NoBro,Unrelated,12.67,52.7,40.03,314,46.36,2781.6,48,2,5,7,13,2.88,0,0,2.88,14
Evans_Mweya,Evans,Mweya,NoDad,NoBro,NoBro,Unrelated,18.68,52.7,34.02,313,45.11,2706.6,47,5,2,7,5,16.94,0,0,16.94,9
Haden_Mweya,Haden,Mweya,NoDad,NoBro,NoBro,Unrelated,15.68,52.7,37.02,313,43.21,2592.6,46,0,2,2,7,7.41,0,0,7.41,11
Hawkins_Mweya,Hawkins,Mweya,NoDad,NoBro,NoBro,Unrelated,19.68,52.7,33.02,248,35.25,2115,38,0,0,0,0,0,0,0,0,4
Hicks_Mweya,Hicks,Mweya,NoDad,NoBro,NoBro,Unrelated,17.68,52.7,35.02,325,47.07,2824.2,50,0,10,10,7,0,0,0,0,13
Lovano_Mweya,Lovano,Mweya,NoDad,NoBro,NoBro,Unrelated,14.93,52.7,37.77,310,44.5,2670,46,0,1,1,8,0,0,0,0,9
Mitchell_Mweya,Mitchell,Mweya,NoDad,NoBro,NoBro,Unrelated,15.68,52.7,37.02,252,35.89,2153.4,38,0,0,0,0,0,0,0,0,2
Peterson_Mweya,Peterson,Mweya,NoDad,NoBro,NoBro,Unrelated,19.68,52.7,33.02,289,40.94,2456.4,43,0,0,0,0,0,0,0,0,9
Porkpie_Mweya,Porkpie,Mweya,NoDad,NoBro,NoBro,Unrelated,20.68,52.7,32.02,300,43.38,2602.8,45,0,3,3,3,6.5,0,0,6.5,15
Wayne_Mweya,Wayne,Mweya,NoDad,NoBro,NoBro,Unrelated,18.68,52.7,34.02,300,43.77,2626.2,45,0,0,0,1,0,0,0,0,4
Wes_Mweya,Wes,Mweya,NoDad,NoBro,NoBro,Unrelated,17.26,52.7,35.44,316,43.43,2605.8,46,0,2,2,0,0,0,0,0,2
Wilson_Mweya,Wilson,Mweya,NoDad,NoBro,NoBro,Unrelated,14.76,52.7,37.94,321,46.98,2818.8,48,2,11,13,11,7.58,0,0,7.58,17
