Dyad,FocalID,IndividualID,Father,Mat_Bro,Pat_Bro,Family,Focal_age,ID2_age,Age_Diff,Total_Scans,Total_Hours,Total_Minutes,Total_Follows,tally_Within1,tally_One_Five,Within_Five,Five_Twenty,AlloGr,MutlGr,RecvGr,Groom,Association
Booker_Abrams,Booker,Abrams,NoDad,NoBro,NoBro,Unrelated,12.39,14.76,2.37,305,43.99,2639.4,46,0,0,0,1,0,0,0,0,15
Buckner_Abrams,Buckner,Abrams,NoDad,NoBro,NoBro,Unrelated,14.68,14.76,0.08,298,41.71,2502.6,45,0,0,0,1,0,0,0,0,6
Django_Abrams,Django,Abrams,NoDad,NoBro,NoBro,Unrelated,17.68,14.76,-2.92,309,44.26,2655.6,46,0,4,4,2,0,0,0,0,14
Erroll_Abrams,Erroll,Abrams,NoDad,NoBro,NoBro,Unrelated,12.67,14.76,2.09,314,46.36,2781.6,48,1,3,4,3,0,0,0,0,15
Evans_Abrams,Evans,Abrams,NoDad,NoBro,NoBro,Unrelated,18.68,14.76,-3.92,313,45.11,2706.6,47,0,0,0,1,0,0,0,0,9
Haden_Abrams,Haden,Abrams,NoDad,NoBro,NoBro,Unrelated,15.68,14.76,-0.92,313,43.21,2592.6,46,1,1,2,0,0,0,0,0,16
Hawkins_Abrams,Hawkins,Abrams,NoDad,NoBro,NoBro,Unrelated,19.68,14.76,-4.92,248,35.25,2115,38,0,0,0,1,0,0,0,0,9
Hicks_Abrams,Hicks,Abrams,NoDad,NoBro,NoBro,Unrelated,17.68,14.76,-2.92,325,47.07,2824.2,50,0,1,1,14,0,0,0,0,13
Lovano_Abrams,Lovano,Abrams,NoDad,NoBro,NoBro,Unrelated,14.93,14.76,-0.17,310,44.5,2670,46,0,1,1,4,0,0,0,0,12
Mitchell_Abrams,Mitchell,Abrams,NoDad,NoBro,NoBro,Unrelated,15.68,14.76,-0.92,252,35.89,2153.4,38,0,0,0,0,0,0,0,0,5
Peterson_Abrams,Peterson,Abrams,NoDad,NoBro,NoBro,Unrelated,19.68,14.76,-4.92,289,40.94,2456.4,43,1,2,3,3,0,0,0.12,0.12,15
Porkpie_Abrams,Porkpie,Abrams,NoDad,NoBro,NoBro,Unrelated,20.68,14.76,-5.92,300,43.38,2602.8,45,0,0,0,1,0,0,0,0,14
Wayne_Abrams,Wayne,Abrams,NoDad,NoBro,NoBro,Unrelated,18.68,14.76,-3.92,300,43.77,2626.2,45,0,4,4,0,0,0,0,0,7
Wes_Abrams,Wes,Abrams,NoDad,NoBro,NoBro,Unrelated,17.26,14.76,-2.5,316,43.43,2605.8,46,0,2,2,1,0,0,0,0,5
Wilson_Abrams,Wilson,Abrams,NoDad,NoBro,NoBro,Unrelated,14.76,14.76,0,321,46.98,2818.8,48,1,2,3,2,0,0,0,0,15
Abrams_Wilson,Abrams,Wilson,NoDad,NoBro,NoBro,Unrelated,14.76,14.76,0,297,42.85,2571,45,0,1,1,10,0,0,0,0,28
Barron_Wilson,Barron,Wilson,NoDad,NoBro,NoBro,Unrelated,13.51,14.76,1.25,283,41.91,2514.6,45,0,0,0,9,0,0,0,0,19
Benny_Wilson,Benny,Wilson,NoDad,NoBro,NoBro,Unrelated,14.26,14.76,0.5,314,43.22,2593.2,45,0,0,0,0,0,0,0,0,4
Booker_Wilson,Booker,Wilson,NoDad,NoBro,NoBro,Unrelated,12.39,14.76,2.37,305,43.99,2639.4,46,7,8,15,20,19.97,0,0,19.97,30
Buckner_Wilson,Buckner,Wilson,NoDad,NoBro,NoBro,Unrelated,14.68,14.76,0.08,298,41.71,2502.6,45,0,0,0,0,0,0,0,0,6
Django_Wilson,Django,Wilson,NoDad,NoBro,NoBro,Unrelated,17.68,14.76,-2.92,309,44.26,2655.6,46,0,3,3,15,0,0,0,0,20
Erroll_Wilson,Erroll,Wilson,NoDad,NoBro,NoBro,Unrelated,12.67,14.76,2.09,314,46.36,2781.6,48,1,7,8,11,0.72,0,0,0.72,19
Evans_Wilson,Evans,Wilson,NoDad,NoBro,Bro,Pat_Bro,18.68,14.76,-3.92,313,45.11,2706.6,47,0,5,5,11,0,0,4.3,4.3,24
Haden_Wilson,Haden,Wilson,NoDad,NoBro,NoBro,Unrelated,15.68,14.76,-0.92,313,43.21,2592.6,46,0,8,8,13,0,0,0,0,24
Hawkins_Wilson,Hawkins,Wilson,NoDad,NoBro,NoBro,Unrelated,19.68,14.76,-4.92,248,35.25,2115,38,0,0,0,0,0,0,0,0,10
Hicks_Wilson,Hicks,Wilson,NoDad,NoBro,NoBro,Unrelated,17.68,14.76,-2.92,325,47.07,2824.2,50,1,9,10,10,0,0,0,0,24
Lovano_Wilson,Lovano,Wilson,NoDad,NoBro,NoBro,Unrelated,14.93,14.76,-0.17,310,44.5,2670,46,0,2,2,3,0,0,0,0,24
Mitchell_Wilson,Mitchell,Wilson,NoDad,NoBro,NoBro,Unrelated,15.68,14.76,-0.92,252,35.89,2153.4,38,0,0,0,6,0,0,0,0,9
Peterson_Wilson,Peterson,Wilson,NoDad,NoBro,NoBro,Unrelated,19.68,14.76,-4.92,289,40.94,2456.4,43,1,7,8,11,0.23,0,16.06,16.29,21
Porkpie_Wilson,Porkpie,Wilson,NoDad,NoBro,NoBro,Unrelated,20.68,14.76,-5.92,300,43.38,2602.8,45,1,0,1,10,0,0,7.08,7.08,20
Wayne_Wilson,Wayne,Wilson,NoDad,NoBro,Bro,Pat_Bro,18.68,14.76,-3.92,300,43.77,2626.2,45,0,0,0,0,0,0,0,0,5
Wes_Wilson,Wes,Wilson,NoDad,NoBro,NoBro,Unrelated,17.26,14.76,-2.5,316,43.43,2605.8,46,0,1,1,0,0,0,0,0,6
Abrams_Lovano,Abrams,Lovano,NoDad,NoBro,NoBro,Unrelated,14.76,14.93,0.17,297,42.85,2571,45,1,8,9,4,0,0,0,0,23
Barron_Lovano,Barron,Lovano,NoDad,NoBro,Bro,Pat_Bro,13.51,14.93,1.42,283,41.91,2514.6,45,0,3,3,7,0,0,0,0,17
Benny_Lovano,Benny,Lovano,NoDad,NoBro,NoBro,Unrelated,14.26,14.93,0.67,314,43.22,2593.2,45,0,0,0,1,0,0,0,0,4
Booker_Lovano,Booker,Lovano,NoDad,NoBro,Bro,Pat_Bro,12.39,14.93,2.54,305,43.99,2639.4,46,0,0,0,7,0,0,0,0,14
Buckner_Lovano,Buckner,Lovano,NoDad,NoBro,NoBro,Unrelated,14.68,14.93,0.25,298,41.71,2502.6,45,0,0,0,0,0,0,0,0,3
Django_Lovano,Django,Lovano,NoDad,NoBro,NoBro,Unrelated,17.68,14.93,-2.75,309,44.26,2655.6,46,0,0,0,9,0,0,0.27,0.27,18
Erroll_Lovano,Erroll,Lovano,NoDad,NoBro,NoBro,Unrelated,12.67,14.93,2.26,314,46.36,2781.6,48,0,4,4,5,0,0,0,0,19
Evans_Lovano,Evans,Lovano,NoDad,NoBro,NoBro,Unrelated,18.68,14.93,-3.75,313,45.11,2706.6,47,0,2,2,1,0,0,0,0,10
Haden_Lovano,Haden,Lovano,NoDad,NoBro,NoBro,Unrelated,15.68,14.93,-0.75,313,43.21,2592.6,46,0,0,0,5,0,0,0,0,19
Hawkins_Lovano,Hawkins,Lovano,NoDad,NoBro,Bro,Pat_Bro,19.68,14.93,-4.75,248,35.25,2115,38,0,0,0,0,0,0,0,0,4
Hicks_Lovano,Hicks,Lovano,NoDad,NoBro,NoBro,Unrelated,17.68,14.93,-2.75,325,47.07,2824.2,50,0,0,0,4,0,0,0,0,19
Mitchell_Lovano,Mitchell,Lovano,NoDad,NoBro,NoBro,Unrelated,15.68,14.93,-0.75,252,35.89,2153.4,38,0,0,0,0,0,0,0,0,3
Peterson_Lovano,Peterson,Lovano,NoDad,NoBro,NoBro,Unrelated,19.68,14.93,-4.75,289,40.94,2456.4,43,0,0,0,0,0,0,0,0,13
Porkpie_Lovano,Porkpie,Lovano,NoDad,NoBro,NoBro,Unrelated,20.68,14.93,-5.75,300,43.38,2602.8,45,0,3,3,7,0,0,0,0,15
Wayne_Lovano,Wayne,Lovano,NoDad,NoBro,NoBro,Unrelated,18.68,14.93,-3.75,300,43.77,2626.2,45,0,0,0,1,0,0,0,0,4
Wes_Lovano,Wes,Lovano,NoDad,NoBro,NoBro,Unrelated,17.26,14.93,-2.33,316,43.43,2605.8,46,0,0,0,0,0,0,0,0,2
Wilson_Lovano,Wilson,Lovano,NoDad,NoBro,NoBro,Unrelated,14.76,14.93,0.17,321,46.98,2818.8,48,0,0,0,1,0,0,0,0,10
Abrams_Haden,Abrams,Haden,NoDad,NoBro,NoBro,Unrelated,14.76,15.68,0.92,297,42.85,2571,45,0,1,1,1,0,0,0,0,9
Barron_Haden,Barron,Haden,NoDad,NoBro,NoBro,Unrelated,13.51,15.68,2.17,283,41.91,2514.6,45,0,0,0,1,0,0,0,0,6
Benny_Haden,Benny,Haden,NoDad,NoBro,NoBro,Unrelated,14.26,15.68,1.42,314,43.22,2593.2,45,0,0,0,0,0,0,0,0,0
Booker_Haden,Booker,Haden,NoDad,NoBro,NoBro,Unrelated,12.39,15.68,3.29,305,43.99,2639.4,46,1,9,10,3,0,0,0,0,18
Buckner_Haden,Buckner,Haden,NoDad,NoBro,NoBro,Unrelated,14.68,15.68,1,298,41.71,2502.6,45,0,0,0,0,0,0,0,0,0
Django_Haden,Django,Haden,NoDad,NoBro,NoBro,Unrelated,17.68,15.68,-2,309,44.26,2655.6,46,0,0,0,3,0,0,0,0,13
Erroll_Haden,Erroll,Haden,NoDad,NoBro,NoBro,Unrelated,12.67,15.68,3.01,314,46.36,2781.6,48,1,6,7,7,0,0,0,0,17
Evans_Haden,Evans,Haden,NoDad,NoBro,NoBro,Unrelated,18.68,15.68,-3,313,45.11,2706.6,47,0,4,4,5,0,0,0,0,11
Hawkins_Haden,Hawkins,Haden,NoDad,NoBro,NoBro,Unrelated,19.68,15.68,-4,248,35.25,2115,38,0,0,0,2,0,0,0,0,3
Hicks_Haden,Hicks,Haden,NoDad,NoBro,NoBro,Unrelated,17.68,15.68,-2,325,47.07,2824.2,50,1,0,1,2,0,0,3.9,3.9,7
Lovano_Haden,Lovano,Haden,NoDad,NoBro,NoBro,Unrelated,14.93,15.68,0.75,310,44.5,2670,46,0,2,2,1,0,0,0,0,11
Mitchell_Haden,Mitchell,Haden,NoDad,NoBro,NoBro,Unrelated,15.68,15.68,0,252,35.89,2153.4,38,0,0,0,0,0,0,0,0,3
Peterson_Haden,Peterson,Haden,NoDad,NoBro,NoBro,Unrelated,19.68,15.68,-4,289,40.94,2456.4,43,0,3,3,1,0.13,0,0.78,0.91,11
Porkpie_Haden,Porkpie,Haden,NoDad,NoBro,NoBro,Unrelated,20.68,15.68,-5,300,43.38,2602.8,45,0,0,0,0,0,0,0,0,6
Wayne_Haden,Wayne,Haden,NoDad,NoBro,NoBro,Unrelated,18.68,15.68,-3,300,43.77,2626.2,45,0,0,0,0,0,0,0,0,1
Wes_Haden,Wes,Haden,NoDad,NoBro,NoBro,Unrelated,17.26,15.68,-1.58,316,43.43,2605.8,46,0,0,0,0,0,0,0,0,0
Wilson_Haden,Wilson,Haden,NoDad,NoBro,NoBro,Unrelated,14.76,15.68,0.92,321,46.98,2818.8,48,0,1,1,9,0,0,0,0,9
Abrams_Mitchell,Abrams,Mitchell,NoDad,NoBro,NoBro,Unrelated,14.76,15.68,0.92,297,42.85,2571,45,0,0,0,1,0,0,0,0,4
Barron_Mitchell,Barron,Mitchell,NoDad,NoBro,NoBro,Unrelated,13.51,15.68,2.17,283,41.91,2514.6,45,0,0,0,0,0,0,0,0,1
Benny_Mitchell,Benny,Mitchell,NoDad,NoBro,NoBro,Unrelated,14.26,15.68,1.42,314,43.22,2593.2,45,0,0,0,0,0,0,0,0,1
Booker_Mitchell,Booker,Mitchell,NoDad,NoBro,NoBro,Unrelated,12.39,15.68,3.29,305,43.99,2639.4,46,0,0,0,5,0,0,0,0,3
Buckner_Mitchell,Buckner,Mitchell,NoDad,NoBro,NoBro,Unrelated,14.68,15.68,1,298,41.71,2502.6,45,0,0,0,0,0,0,0,0,0
Django_Mitchell,Django,Mitchell,NoDad,NoBro,NoBro,Unrelated,17.68,15.68,-2,309,44.26,2655.6,46,0,0,0,1,0,0,0,0,6
Erroll_Mitchell,Erroll,Mitchell,NoDad,NoBro,NoBro,Unrelated,12.67,15.68,3.01,314,46.36,2781.6,48,0,2,2,4,0,0,0,0,3
Evans_Mitchell,Evans,Mitchell,NoDad,NoBro,NoBro,Unrelated,18.68,15.68,-3,313,45.11,2706.6,47,0,0,0,0,0,0,0,0,5
Haden_Mitchell,Haden,Mitchell,NoDad,NoBro,NoBro,Unrelated,15.68,15.68,0,313,43.21,2592.6,46,1,1,2,0,1.27,0.95,0.53,2.75,5
Hawkins_Mitchell,Hawkins,Mitchell,NoDad,NoBro,NoBro,Unrelated,19.68,15.68,-4,248,35.25,2115,38,1,3,4,15,0,0,5.02,5.02,24
Hicks_Mitchell,Hicks,Mitchell,NoDad,NoBro,NoBro,Unrelated,17.68,15.68,-2,325,47.07,2824.2,50,0,0,0,1,0,0,0,0,3
Lovano_Mitchell,Lovano,Mitchell,NoDad,NoBro,NoBro,Unrelated,14.93,15.68,0.75,310,44.5,2670,46,0,1,1,0,0,0,0,0,2
Peterson_Mitchell,Peterson,Mitchell,NoDad,NoBro,NoBro,Unrelated,19.68,15.68,-4,289,40.94,2456.4,43,0,0,0,0,0,0,0,0,0
Porkpie_Mitchell,Porkpie,Mitchell,NoDad,NoBro,NoBro,Unrelated,20.68,15.68,-5,300,43.38,2602.8,45,0,0,0,0,0,0,0,0,1
Wayne_Mitchell,Wayne,Mitchell,NoDad,NoBro,NoBro,Unrelated,18.68,15.68,-3,300,43.77,2626.2,45,0,0,0,0,0,0,0,0,0
Wes_Mitchell,Wes,Mitchell,NoDad,NoBro,NoBro,Unrelated,17.26,15.68,-1.58,316,43.43,2605.8,46,0,0,0,0,0,0,0,0,0
Wilson_Mitchell,Wilson,Mitchell,NoDad,NoBro,NoBro,Unrelated,14.76,15.68,0.92,321,46.98,2818.8,48,0,0,0,0,0,0,0,0,4
Abrams_Wes,Abrams,Wes,NoDad,NoBro,NoBro,Unrelated,14.76,17.26,2.5,297,42.85,2571,45,0,0,0,0,0,0,0,0,3
Barron_Wes,Barron,Wes,NoDad,NoBro,NoBro,Unrelated,13.51,17.26,3.75,283,41.91,2514.6,45,0,0,0,0,0,0,0,0,2
Benny_Wes,Benny,Wes,NoDad,NoBro,NoBro,Unrelated,14.26,17.26,3,314,43.22,2593.2,45,1,1,2,13,6.97,0,0,6.97,30
Booker_Wes,Booker,Wes,NoDad,NoBro,NoBro,Unrelated,12.39,17.26,4.87,305,43.99,2639.4,46,0,0,0,0,0,0,0,0,1
Buckner_Wes,Buckner,Wes,NoDad,NoBro,NoBro,Unrelated,14.68,17.26,2.58,298,41.71,2502.6,45,0,4,4,13,0,0,0,0,32
Django_Wes,Django,Wes,NoDad,NoBro,NoBro,Unrelated,17.68,17.26,-0.42,309,44.26,2655.6,46,1,0,1,0,0,0,0.25,0.25,1
Erroll_Wes,Erroll,Wes,NoDad,NoBro,NoBro,Unrelated,12.67,17.26,4.59,314,46.36,2781.6,48,0,0,0,0,0,0,0,0,0
Evans_Wes,Evans,Wes,NoDad,NoBro,NoBro,Unrelated,18.68,17.26,-1.42,313,45.11,2706.6,47,0,0,0,0,0,0,0,0,2
Haden_Wes,Haden,Wes,NoDad,NoBro,NoBro,Unrelated,15.68,17.26,1.58,313,43.21,2592.6,46,0,0,0,0,0,0,0,0,0
Hawkins_Wes,Hawkins,Wes,NoDad,NoBro,NoBro,Unrelated,19.68,17.26,-2.42,248,35.25,2115,38,0,0,0,0,0,0,0,0,0
Hicks_Wes,Hicks,Wes,NoDad,NoBro,NoBro,Unrelated,17.68,17.26,-0.42,325,47.07,2824.2,50,0,0,0,0,0,0,0,0,0
Lovano_Wes,Lovano,Wes,NoDad,NoBro,NoBro,Unrelated,14.93,17.26,2.33,310,44.5,2670,46,0,0,0,0,0,0,0,0,1
Mitchell_Wes,Mitchell,Wes,NoDad,NoBro,NoBro,Unrelated,15.68,17.26,1.58,252,35.89,2153.4,38,0,0,0,0,0,0,0,0,0
Peterson_Wes,Peterson,Wes,NoDad,NoBro,NoBro,Unrelated,19.68,17.26,-2.42,289,40.94,2456.4,43,0,2,2,0,0,0,0,0,10
Porkpie_Wes,Porkpie,Wes,NoDad,NoBro,NoBro,Unrelated,20.68,17.26,-3.42,300,43.38,2602.8,45,0,0,0,0,0,0,0,0,1
Wayne_Wes,Wayne,Wes,NoDad,NoBro,NoBro,Unrelated,18.68,17.26,-1.42,300,43.77,2626.2,45,0,8,8,12,0,0,0.28,0.28,27
Wilson_Wes,Wilson,Wes,NoDad,NoBro,NoBro,Unrelated,14.76,17.26,2.5,321,46.98,2818.8,48,0,0,0,0,0,0,0,0,1
Abrams_Django,Abrams,Django,NoDad,NoBro,NoBro,Unrelated,14.76,17.68,2.92,297,42.85,2571,45,0,2,2,8,0.22,0,0,0.22,20
Barron_Django,Barron,Django,NoDad,NoBro,NoBro,Unrelated,13.51,17.68,4.17,283,41.91,2514.6,45,1,1,2,10,0.4,0,0,0.4,20
Benny_Django,Benny,Django,NoDad,NoBro,NoBro,Unrelated,14.26,17.68,3.42,314,43.22,2593.2,45,0,0,0,0,0,0,0,0,6
Booker_Django,Booker,Django,NoDad,NoBro,NoBro,Unrelated,12.39,17.68,5.29,305,43.99,2639.4,46,9,8,17,20,27.43,0,0,27.43,25
Buckner_Django,Buckner,Django,NoDad,NoBro,NoBro,Unrelated,14.68,17.68,3,298,41.71,2502.6,45,0,0,0,0,0,0,0,0,3
Erroll_Django,Erroll,Django,NoDad,NoBro,NoBro,Unrelated,12.67,17.68,5.01,314,46.36,2781.6,48,0,0,0,14,0,0,0,0,14
Evans_Django,Evans,Django,NoDad,NoBro,NoBro,Unrelated,18.68,17.68,-1,313,45.11,2706.6,47,0,5,5,7,1.92,0,0,1.92,20
Haden_Django,Haden,Django,NoDad,NoBro,NoBro,Unrelated,15.68,17.68,2,313,43.21,2592.6,46,1,2,3,3,8.56,0,0,8.56,26
Hawkins_Django,Hawkins,Django,NoDad,NoBro,NoBro,Unrelated,19.68,17.68,-2,248,35.25,2115,38,0,0,0,0,0,0,0,0,3
Hicks_Django,Hicks,Django,NoDad,NoBro,NoBro,Unrelated,17.68,17.68,0,325,47.07,2824.2,50,0,8,8,7,0,0,0,0,18
Lovano_Django,Lovano,Django,NoDad,NoBro,NoBro,Unrelated,14.93,17.68,2.75,310,44.5,2670,46,0,5,5,8,0,0,0,0,23
Mitchell_Django,Mitchell,Django,NoDad,NoBro,NoBro,Unrelated,15.68,17.68,2,252,35.89,2153.4,38,0,0,0,1,0,0,0,0,4
Peterson_Django,Peterson,Django,NoDad,NoBro,NoBro,Unrelated,19.68,17.68,-2,289,40.94,2456.4,43,4,5,9,11,1.33,0.8,3.93,6.06,17
Porkpie_Django,Porkpie,Django,NoDad,NoBro,NoBro,Unrelated,20.68,17.68,-3,300,43.38,2602.8,45,0,3,3,8,0,0,0,0,19
Wayne_Django,Wayne,Django,NoDad,NoBro,NoBro,Unrelated,18.68,17.68,-1,300,43.77,2626.2,45,0,1,1,4,0,0,0,0,7
Wes_Django,Wes,Django,NoDad,NoBro,NoBro,Unrelated,17.26,17.68,0.42,316,43.43,2605.8,46,0,0,0,0,0,0,0,0,2
Wilson_Django,Wilson,Django,NoDad,NoBro,NoBro,Unrelated,14.76,17.68,2.92,321,46.98,2818.8,48,0,6,6,18,0,0,0,0,22
Abrams_Hicks,Abrams,Hicks,NoDad,NoBro,NoBro,Unrelated,14.76,17.68,2.92,297,42.85,2571,45,0,1,1,15,0,0,0,0,20
Barron_Hicks,Barron,Hicks,NoDad,NoBro,NoBro,Unrelated,13.51,17.68,4.17,283,41.91,2514.6,45,0,0,0,2,0,0,0,0,14
Benny_Hicks,Benny,Hicks,NoDad,NoBro,NoBro,Unrelated,14.26,17.68,3.42,314,43.22,2593.2,45,0,0,0,1,0.38,0,0,0.38,3
Booker_Hicks,Booker,Hicks,NoDad,NoBro,NoBro,Unrelated,12.39,17.68,5.29,305,43.99,2639.4,46,3,6,9,9,0,0,0,0,18
Buckner_Hicks,Buckner,Hicks,NoDad,NoBro,Bro,Pat_Bro,14.68,17.68,3,298,41.71,2502.6,45,0,0,0,0,0,0,0,0,2
Django_Hicks,Django,Hicks,NoDad,NoBro,NoBro,Unrelated,17.68,17.68,0,309,44.26,2655.6,46,0,1,1,9,0,0,0,0,18
Erroll_Hicks,Erroll,Hicks,NoDad,NoBro,Bro,Pat_Bro,12.67,17.68,5.01,314,46.36,2781.6,48,0,10,10,18,0,0,0,0,19
Evans_Hicks,Evans,Hicks,NoDad,NoBro,NoBro,Unrelated,18.68,17.68,-1,313,45.11,2706.6,47,3,3,6,13,7.29,0.73,5.71,13.73,20
Haden_Hicks,Haden,Hicks,NoDad,NoBro,NoBro,Unrelated,15.68,17.68,2,313,43.21,2592.6,46,0,1,1,5,0,0,0,0,17
Hawkins_Hicks,Hawkins,Hicks,NoDad,NoBro,NoBro,Unrelated,19.68,17.68,-2,248,35.25,2115,38,0,3,3,1,0,0,0,0,14
Lovano_Hicks,Lovano,Hicks,NoDad,NoBro,NoBro,Unrelated,14.93,17.68,2.75,310,44.5,2670,46,0,4,4,11,0,0,0,0,25
Mitchell_Hicks,Mitchell,Hicks,NoDad,NoBro,NoBro,Unrelated,15.68,17.68,2,252,35.89,2153.4,38,1,2,3,7,0,0,0,0,15
Peterson_Hicks,Peterson,Hicks,NoDad,NoBro,NoBro,Unrelated,19.68,17.68,-2,289,40.94,2456.4,43,4,4,8,2,0,0,1.05,1.05,12
Porkpie_Hicks,Porkpie,Hicks,NoDad,NoBro,NoBro,Unrelated,20.68,17.68,-3,300,43.38,2602.8,45,0,2,2,8,0,0,0,0,12
Wayne_Hicks,Wayne,Hicks,NoDad,NoBro,NoBro,Unrelated,18.68,17.68,-1,300,43.77,2626.2,45,0,0,0,3,0,0,0,0,3
Wes_Hicks,Wes,Hicks,NoDad,NoBro,NoBro,Unrelated,17.26,17.68,0.42,316,43.43,2605.8,46,0,0,0,0,0,0,0,0,2
Wilson_Hicks,Wilson,Hicks,NoDad,NoBro,NoBro,Unrelated,14.76,17.68,2.92,321,46.98,2818.8,48,0,2,2,10,0,0,0,0,19
Abrams_Evans,Abrams,Evans,NoDad,NoBro,NoBro,Unrelated,14.76,18.68,3.92,297,42.85,2571,45,0,5,5,2,0.5,0,0,0.5,11
Barron_Evans,Barron,Evans,NoDad,NoBro,NoBro,Unrelated,13.51,18.68,5.17,283,41.91,2514.6,45,0,1,1,2,0,0,0,0,15
Benny_Evans,Benny,Evans,NoDad,NoBro,NoBro,Unrelated,14.26,18.68,4.42,314,43.22,2593.2,45,0,0,0,0,0,0,0,0,1
Booker_Evans,Booker,Evans,NoDad,MatBro,NoBro,MatBro,12.39,18.68,6.29,305,43.99,2639.4,46,9,21,30,24,38.18,0.13,0,38.31,26
Buckner_Evans,Buckner,Evans,NoDad,NoBro,NoBro,Unrelated,14.68,18.68,4,298,41.71,2502.6,45,0,0,0,0,0,0,0,0,1
Django_Evans,Django,Evans,NoDad,NoBro,NoBro,Unrelated,17.68,18.68,1,309,44.26,2655.6,46,0,5,5,9,0,0,0,0,16
Erroll_Evans,Erroll,Evans,NoDad,NoBro,NoBro,Unrelated,12.67,18.68,6.01,314,46.36,2781.6,48,0,4,4,14,0,0,0,0,18
Haden_Evans,Haden,Evans,NoDad,NoBro,NoBro,Unrelated,15.68,18.68,3,313,43.21,2592.6,46,0,1,1,10,0,0,0,0,22
Hawkins_Evans,Hawkins,Evans,NoDad,NoBro,NoBro,Unrelated,19.68,18.68,-1,248,35.25,2115,38,1,2,3,5,0,1.18,9.58,10.76,9
Hicks_Evans,Hicks,Evans,NoDad,NoBro,NoBro,Unrelated,17.68,18.68,1,325,47.07,2824.2,50,1,5,6,17,1.12,0,3.65,4.77,17
Lovano_Evans,Lovano,Evans,NoDad,NoBro,NoBro,Unrelated,14.93,18.68,3.75,310,44.5,2670,46,0,3,3,8,1.58,0,0,1.58,16
Mitchell_Evans,Mitchell,Evans,NoDad,NoBro,NoBro,Unrelated,15.68,18.68,3,252,35.89,2153.4,38,0,2,2,7,0,0,0,0,8
Peterson_Evans,Peterson,Evans,NoDad,NoBro,NoBro,Unrelated,19.68,18.68,-1,289,40.94,2456.4,43,2,4,6,5,2.87,0.38,17.45,20.7,11
Porkpie_Evans,Porkpie,Evans,NoDad,NoBro,NoBro,Unrelated,20.68,18.68,-2,300,43.38,2602.8,45,4,4,8,7,6.24,0.65,4.69,11.58,18
Wayne_Evans,Wayne,Evans,NoDad,NoBro,Bro,Pat_Bro,18.68,18.68,0,300,43.77,2626.2,45,0,0,0,0,0,0,0,0,2
Wes_Evans,Wes,Evans,NoDad,NoBro,NoBro,Unrelated,17.26,18.68,1.42,316,43.43,2605.8,46,0,0,0,0,0,0,0,0,1
Wilson_Evans,Wilson,Evans,NoDad,NoBro,NoBro,Unrelated,14.76,18.68,3.92,321,46.98,2818.8,48,1,1,2,8,0,0,0,0,15
Abrams_Wayne,Abrams,Wayne,NoDad,NoBro,NoBro,Unrelated,14.76,18.68,3.92,297,42.85,2571,45,0,2,2,7,0,0,0,0,7
Barron_Wayne,Barron,Wayne,NoDad,NoBro,NoBro,Unrelated,13.51,18.68,5.17,283,41.91,2514.6,45,0,0,0,0,0,0,0,0,4
Benny_Wayne,Benny,Wayne,NoDad,NoBro,NoBro,Unrelated,14.26,18.68,4.42,314,43.22,2593.2,45,0,8,8,10,1.43,0,0,1.43,30
Booker_Wayne,Booker,Wayne,NoDad,NoBro,NoBro,Unrelated,12.39,18.68,6.29,305,43.99,2639.4,46,0,0,0,0,0,0,0,0,1
Buckner_Wayne,Buckner,Wayne,NoDad,NoBro,NoBro,Unrelated,14.68,18.68,4,298,41.71,2502.6,45,1,5,6,9,3.82,0,0,3.82,34
Django_Wayne,Django,Wayne,NoDad,NoBro,NoBro,Unrelated,17.68,18.68,1,309,44.26,2655.6,46,0,0,0,0,0,0,0,0,4
Erroll_Wayne,Erroll,Wayne,NoDad,NoBro,NoBro,Unrelated,12.67,18.68,6.01,314,46.36,2781.6,48,0,0,0,0,0,0,0,0,1
Evans_Wayne,Evans,Wayne,NoDad,NoBro,Bro,Pat_Bro,18.68,18.68,0,313,45.11,2706.6,47,0,0,0,0,0,0,0,0,2
Haden_Wayne,Haden,Wayne,NoDad,NoBro,NoBro,Unrelated,15.68,18.68,3,313,43.21,2592.6,46,0,0,0,0,0,0,0,0,1
Hawkins_Wayne,Hawkins,Wayne,NoDad,NoBro,NoBro,Unrelated,19.68,18.68,-1,248,35.25,2115,38,0,0,0,0,0,0,0,0,0
Hicks_Wayne,Hicks,Wayne,NoDad,NoBro,NoBro,Unrelated,17.68,18.68,1,325,47.07,2824.2,50,0,0,0,0,0,0,0,0,2
Lovano_Wayne,Lovano,Wayne,NoDad,NoBro,NoBro,Unrelated,14.93,18.68,3.75,310,44.5,2670,46,0,0,0,0,0,0,0,0,1
Mitchell_Wayne,Mitchell,Wayne,NoDad,NoBro,NoBro,Unrelated,15.68,18.68,3,252,35.89,2153.4,38,0,0,0,0,0,0,0,0,0
Peterson_Wayne,Peterson,Wayne,NoDad,NoBro,NoBro,Unrelated,19.68,18.68,-1,289,40.94,2456.4,43,1,2,3,0,5.67,1.53,6.38,13.58,12
Porkpie_Wayne,Porkpie,Wayne,NoDad,NoBro,NoBro,Unrelated,20.68,18.68,-2,300,43.38,2602.8,45,0,0,0,0,0,0,0,0,1
